index,bidder,value_wei,tx_hash,sent_at_ms,mined_at_ms,latency_ms,block,gas_used,effective_gas_price,cost_wei,status
79,0x9D286c84F7151B597F7823CDe42A9A5fbB7a4a82,400000000000000,074137ed0b8ba94bba88524987981fce97ecacd8d96d33320833dc990d5c0620,1778026125308.5996,1778026127835.907,2527.307373046875,55024542,71066,3,213198,success
80,0x84D66151ccEa1C8170394a5e3Af482cf43Ab7d6A,400000000000000,bf84370a952ad3c964c19545ca8680926ea06f9fd58b4ee7257c6ff66a805698,1778026128290.2263,1778026130390.7434,2100.51708984375,55024543,71066,3,213198,success
81,0xCEF7d5fE566eaae415d5bCa059e4483EBd94C274,400000000000000,4c6b5d66cc1300bcfb336abf8da3c82d3aa04f9c5b1d27678cf93729495c990d,1778026130843.3916,1778026132906.1438,2062.752197265625,55024546,71066,3,213198,success
82,0x9D286c84F7151B597F7823CDe42A9A5fbB7a4a82,400000000000000,458d171ad05a69a8aeb6c2a6689acf3f24abf49cce52d3e50295ec2088b47604,1778026133393.5234,1778026136182.9104,2789.386962890625,55024549,71066,3,213198,success
83,0x84D66151ccEa1C8170394a5e3Af482cf43Ab7d6A,400000000000000,2097f0eb69917d669eefef2cca234cdfca73e1dbb91f7fb35d452c7ace54fb20,1778026136640.968,1778026138545.5603,1904.59228515625,55024551,71066,3,213198,success
84,0xCEF7d5fE566eaae415d5bCa059e4483EBd94C274,400000000000000,61db943109ee7938698c22ba72a8c9c4d35b2d545d6640f056b8bb01b3ed99e1,1778026138997.097,1778026140834.5947,1837.497802734375,55024553,71066,3,213198,success
85,0x9D286c84F7151B597F7823CDe42A9A5fbB7a4a82,400000000000000,51a2442830047f671d1282ac7319deb0a94ae0b49b956f16b1454ea11b7c4f03,1778026141294.6997,1778026142946.6497,1651.949951171875,55024554,71066,3,213198,success
86,0x84D66151ccEa1C8170394a5e3Af482cf43Ab7d6A,400000000000000,0f9fce13d7c280dbc20dbfdfa7d51a9f7877dd69e986121135e5cb126537114b,1778026143408.4604,1778026146001.1797,2592.71923828125,55024557,71066,3,213198,success
87,0xCEF7d5fE566eaae415d5bCa059e4483EBd94C274,400000000000000,a696d478948438e11c03302ea697d3673e51b56df085c10b8d983ab041429bdd,1778026146472.7307,1778026149090.0574,2617.32666015625,55024560,71066,3,213198,success
88,0x9D286c84F7151B597F7823CDe42A9A5fbB7a4a82,400000000000000,8d67455e326e8630a3da59a23021f843c970ecc3e89cfbdbee3f74198b53374c,1778026149556.7651,1778026151396.5579,1839.792724609375,55024561,71066,3,213198,success
89,0x84D66151ccEa1C8170394a5e3Af482cf43Ab7d6A,400000000000000,b0c41c256db18f5264fa43a91cf27d899e5faf629db30d0bf02fbae628a21a9b,1778026151856.5195,1778026154396.5957,2540.076171875,55024564,71066,3,213198,success
90,0xCEF7d5fE566eaae415d5bCa059e4483EBd94C274,400000000000000,f989719e0fd25bb159a7e612bead1546d24db2f17c3cd7dffaf4df8bd323eebc,1778026154869.1025,1778026157017.953,2148.850341796875,55024565,71066,3,213198,success
91,0x9D286c84F7151B597F7823CDe42A9A5fbB7a4a82,400000000000000,3b9f943b5215e4b77f140e711e37ae11fcc50d5bc663d251014c6aa58874dba0,1778026157492.4902,1778026159477.9587,1985.468505859375,55024567,71066,3,213198,success
92,0x84D66151ccEa1C8170394a5e3Af482cf43Ab7d6A,400000000000000,1c6c5eea7238f0915ed388399b0a11c16f5b9e6763e97f4e29970ed96ea558ce,1778026159944.8774,1778026162155.7766,2210.899169921875,55024568,71066,3,213198,success
93,0xCEF7d5fE566eaae415d5bCa059e4483EBd94C274,400000000000000,055fb58ed6186e9062ce4536fb368e9ec168a745d4a9836246e697733a6b5f7d,1778026162677.0264,1778026164983.4524,2306.426025390625,55024571,71066,3,213198,success
94,0x9D286c84F7151B597F7823CDe42A9A5fbB7a4a82,400000000000000,770e3872954f07fbfc759953df4b89737fa113616acc78527e0e4e438cb48959,1778026165441.7197,1778026167771.5046,2329.784912109375,55024573,71066,3,213198,success
95,0x84D66151ccEa1C8170394a5e3Af482cf43Ab7d6A,400000000000000,7d06dcfa29fee6b61f746013b1db2abf8f196114a350233d15362dc302b47a78,1778026168248.0076,1778026170184.1482,1936.140625,55024575,71066,3,213198,success
96,0xCEF7d5fE566eaae415d5bCa059e4483EBd94C274,400000000000000,57da943a291204daa585bb86e53a406ebaef6b5858b3290bde7013d6f80cedbc,1778026170645.1685,1778026172620.188,1975.01953125,55024576,71066,3,213198,success
97,0x9D286c84F7151B597F7823CDe42A9A5fbB7a4a82,400000000000000,ecbe8a743fa249e872f45d45e1b22bdb91d76d663c203bf9b6222d2571b76ad9,1778026173081.8735,1778026174960.7334,1878.85986328125,55024578,71066,3,213198,success
98,0x84D66151ccEa1C8170394a5e3Af482cf43Ab7d6A,400000000000000,0cc23b1168e403cf28ea55edbbda54d99fae7c2cf1da335a989e7803a6d12e05,1778026175414.4402,1778026177112.4019,1697.961669921875,55024580,71066,3,213198,success
99,0xCEF7d5fE566eaae415d5bCa059e4483EBd94C274,400000000000000,6bfe6c44ef433c4a0e3483aba2df4ba5d0466a83468d5498e633ead08abff343,1778026177589.1904,1778026179927.2222,2338.03173828125,55024581,71066,3,213198,success
